,Reference,Name,Pronunciation,Image_Reference,Length,Type,Diet,Period,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement
197,https://www.nhm.ac.uk/discover/dino-directory/omeisaurus.html,Omeisaurus,oh-mee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Omeisaurus.jpg,20.0m,sauropod,herbivorous,"Mid Jurassic, 169-159 million years ago",China,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda",Young (1939),junghsiensis,,,
198,https://www.nhm.ac.uk/discover/dino-directory/opisthocoelicaudia.html,Opisthocoelicaudia,o-pis-tho-seel-i-cawd-ee-a,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Opisthocoelicaudia.jpg,12.0m,sauropod,herbivorous,"Late Cretaceous, 72-68 million years ago",China,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Saltasauridae",Borsuk-Bialynicka  (1977),skarzynskii,,,
199,https://www.nhm.ac.uk/discover/dino-directory/ornitholestes.html,Ornitholestes,Or-nith-oh-LES-teez,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ornithol.jpg,2.0m,small theropod,carnivorous,"Late Jurassic, 150-144 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria",Osbourne (1933),hermanni,,,
200,https://www.nhm.ac.uk/discover/dino-directory/ornithomimus.html,Ornithomimus,orn-ITH-oh-MEE-mus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ornithom.jpg,4.0m,large theropod,omnivorous,"Late Cretaceous, 74-65 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae",Marsh (1890),velox,,,
201,https://www.nhm.ac.uk/discover/dino-directory/orodromeus.html,Orodromeus,or-oh-DROM-ee-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/orodro.jpg,2.0m,euornithopod,herbivorous,"Late Cretaceous, 74 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Horner and Weishampel (1988),makelai,"horny beak, grinding cheek teeth",tough plant material,on 2 legs
202,https://www.nhm.ac.uk/discover/dino-directory/oryctodromeus.html,Oryctodromeus,or-ik-tow-drohm-ee-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/oryctodromeus.jpg,2.1m,euornithopod,herbivorous,"Late Cretaceous, 99-94 million years ago",USA,"Dinosauria, Ornithischia","Varricchio, Marin and Katsura (2007)",cubicularis,,,
203,https://www.nhm.ac.uk/discover/dino-directory/othnielia.html,Othnielia,oth-ni-ee-lee-a,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Othnielia.jpg,1.4m,euornithopod,herbivorous,"Late Jurassic, 154-142 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Marsh (1877),rex,,,
204,https://www.nhm.ac.uk/discover/dino-directory/ouranosaurus.html,Ouranosaurus,oo-RAH-noh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ourano.jpg,7.0m,euornithopod,herbivorous,"Early Cretaceous, 115-100 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Taquet (1976),nigeriensis,,,
205,https://www.nhm.ac.uk/discover/dino-directory/oviraptor.html,Oviraptor,OH-vee-RAP-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/oviraps.jpg,2.0m,small theropod,omnivorous,"Late Cretaceous, 85-75 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Oviraptorinae",Osborn (1924),philoceratops,"beak, no teeth","hard fruits, eggs, and possibly shellfish",on 2 legs
206,https://www.nhm.ac.uk/discover/dino-directory/pachycephalosaurus.html,Pachycephalosaurus,pack-i-KEF-al-oh-sore-russ,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pachyceph.jpg,8.0m,euornithopod,herbivorous,"Late Cretaceous, 76-65 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Pachycephalosauridae",Brown and Schlaikjer (1943),wyomingensis,,,
207,https://www.nhm.ac.uk/discover/dino-directory/pachyrhinosaurus.html,Pachyrhinosaurus,pack-ee-RINE-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pachyr.jpg,6.0m,ceratopsian,herbivorous,"Late Cretaceous, 76-74 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",Sternberg (1950),canadensis,,,
208,https://www.nhm.ac.uk/discover/dino-directory/panoplosaurus.html,Panoplosaurus,pan-op-loh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Panoplosaurus.jpg,7.0m,armoured dinosaur,herbivorous,"Late Cretaceous, 79-75 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae",Lambe (1919),mirus,,,
209,https://www.nhm.ac.uk/discover/dino-directory/pantydraco.html,Pantydraco,pant-ee-drak-oh,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pantydraco.jpg,3.0m,euornithopod,herbivorous,Early Jurassic,Mongolia,"Dinosauria, Saurischia","Galton, Yates and Kermack 2007 (2003)",caducus,,,
210,https://www.nhm.ac.uk/discover/dino-directory/paralititan.html,Paralititan,pa-ral-i-tie-tuhn,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Paralititan.jpg,28.0m,sauropod,herbivorous,"Late Cretaceous, 99-94 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia","Smith, Lamanna, Lacovara, Dodson, Smith, Poole, Giegengack and Attia (2001)",stromeri,,,
211,https://www.nhm.ac.uk/discover/dino-directory/parasaurolophus.html,Parasaurolophus,pa-ra-saw-ROL-off-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/parasaur.jpg,11.0m,euornithopod,herbivorous,"Late Cretaceous, 76-74 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae",Parks (1922),walkeri,,,
212,https://www.nhm.ac.uk/discover/dino-directory/parksosaurus.html,Parksosaurus,PARKS-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/parkso.jpg,3.0m,euornithopod,herbivorous,"Late Cretaceous, 76-74 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Sternberg (1937),warrenae,,,
213,https://www.nhm.ac.uk/discover/dino-directory/patagosaurus.html,Patagosaurus,pat-ag-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Patagosaurus.jpg,18.0m,sauropod,herbivorous,"Mid Jurassic, 164-159 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae",Bonaparte (1979),fariasi,,,
214,https://www.nhm.ac.uk/discover/dino-directory/pelicanimimus.html,Pelicanimimus,pel-e-kan-i-mim-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pelicanimimus.jpg,2.0m,small theropod,carnivorous,"Early Cretaceous, 127-121 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria","PÃ©rez-Moreno, Sanz, Buscalioni, Moratalla, Ortega and Rasskin-Gutman (1994)",polyodon,,,
215,https://www.nhm.ac.uk/discover/dino-directory/pelorosaurus.html,Pelorosaurus,pel-oh-ROW-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pelo.jpg,25.0m,sauropod,herbivorous,"Early Cretaceous, 125 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes",Mantell (1850),conybearei,,,
216,https://www.nhm.ac.uk/discover/dino-directory/pentaceratops.html,Pentaceratops,pent-ah-ker-ah-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pentaceratops.jpg,6.8m,ceratopsian,herbivorous,"Late Cretaceous, 76-74 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Osborn (1923),sternbergi,,,
217,https://www.nhm.ac.uk/discover/dino-directory/piatnitzkysaurus.html,Piatnitzkysaurus,pye-at-nits-key-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Piatnitzkysaurus.jpg,4.2m,large theropod,carnivorous,"Late Jurassic, 164-159 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Megalosauridae, Eustreptospondylinae",Bonaparte (1979),floresi,,,
218,https://www.nhm.ac.uk/discover/dino-directory/pinacosaurus.html,Pinacosaurus,pin-ak-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pinacosaurus.jpg,5.0m,armoured dinosaur,herbivorous,"Late Jurassic, 164-159 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",Gilmore (1933),grangeri,,,
219,https://www.nhm.ac.uk/discover/dino-directory/plateosaurus.html,Plateosaurus,plat-ee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/plateo.jpg,7.0m,sauropod,herbivorous,"Late Triassic, 210 million years ago","France,Germany,Switzerland","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae",Meyer (1837),engelhardti,grinding teeth with a horny beak at the front,plant material,on 2 or 4 legs
220,https://www.nhm.ac.uk/discover/dino-directory/podokesaurus.html,Podokesaurus,po-doh-kee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Podokesaurus.jpg,0.9m,small theropod,carnivorous,"Mid Jurassic, 195-180 million years ago","France,Germany,Switzerland","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea",Talbot (1911),holyokensis,,,
221,https://www.nhm.ac.uk/discover/dino-directory/poekilopleuron.html,Poekilopleuron,peek-i-loh-ploor-on,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Poekilopleuron.jpg,9.0m,large theropod,carnivorous,"Mid Jurassic, 169-164 million years ago","France,Germany,Switzerland","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Megalosauridae, Megalosaurinae",Eudes-Deslongchamps (1838),bucklandii,,,
222,https://www.nhm.ac.uk/discover/dino-directory/polacanthus.html,Polacanthus,pol-a-KAN-thus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/polac.jpg,5.0m,armoured dinosaur,herbivorous,"Early Cretaceous, 125 million years ago","France,Germany,Switzerland","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria",Hulke (1881),foxii,,,
223,https://www.nhm.ac.uk/discover/dino-directory/prenocephale.html,Prenocephale,preen-oh-keff-ah-lee,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Prenocephale.jpg,2.4m,euornithopod,herbivorous,"Late Cretaceous, 80-65 million years ago","France,Germany,Switzerland","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Pachycephalosauridae",MaryaÅska and OsmÃ³lska (1974),prenes,,,
224,https://www.nhm.ac.uk/discover/dino-directory/probactrosaurus.html,Probactrosaurus,proh-bak-troh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Probactrosaurus.jpg,6.0m,euornithopod,herbivorous,"Early Cretaceous, 121-99 million years ago","France,Germany,Switzerland","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Rozhdestvensky (1966),gobiensis,,,
225,https://www.nhm.ac.uk/discover/dino-directory/proceratosaurus.html,Proceratosaurus,proh-ker-at-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Proceratosaurus.jpg,4.1m,small theropod,carnivorous,"Mid Jurassic, 169-164 million years ago","France,Germany,Switzerland","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria",Woodward (1910),bradleyi,,,
226,https://www.nhm.ac.uk/discover/dino-directory/procompsognathus.html,Procompsognathus,pro-comp-sog-nay-thus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Procompsognathus.jpg,1.0m,small theropod,carnivorous,"Late Triassic, 221-210 million years ago","France,Germany,Switzerland","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea",Fraas (1913),triassicus,,,
227,https://www.nhm.ac.uk/discover/dino-directory/prosaurolophus.html,Prosaurolophus,proh-sore-oh-lof-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Prosaurolophus.jpg,7.6m,euornithopod,herbivorous,"Late Cretaceous, 77-75 million years ago","France,Germany,Switzerland","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Brown (1916),maximus,,,
228,https://www.nhm.ac.uk/discover/dino-directory/protarchaeopteryx.html,Protarchaeopteryx,pro-tark-ee-op-ter-iks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Protarchaeopteryx.jpg,2.0m,small theropod,carnivorous,"Early Cretaceous, 122-120 million years ago","France,Germany,Switzerland","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora",Ji and Ji (1997),robusta,,,
229,https://www.nhm.ac.uk/discover/dino-directory/protoceratops.html,Protoceratops,pro-toe-ker-ah-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/proto.jpg,1.8m,ceratopsian,herbivorous,"Late Cretaceous, 74-70 million years ago","China,Mongolia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria",Granger and Gregory (1923),andrewsi,shearing and grinding teeth with a horny beak at the front,plant material,on 4 legs
230,https://www.nhm.ac.uk/discover/dino-directory/protohadros.html,Protohadros,proh-toh-had-ros,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Protohadros.jpg,6.0m,euornithopod,herbivorous,"Late Cretaceous, 99-94 million years ago","China,Mongolia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Head (1998),byrdi,,,
231,https://www.nhm.ac.uk/discover/dino-directory/psittacosaurus.html,Psittacosaurus,SIT-ak-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/psittaco.jpg,2.0m,ceratopsian,herbivorous,"Early Cretaceous, 120-100 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Psittacosauridae",Osborn (1923),mongoliensis,beak,plant material,on 2 or 4 legs
232,https://www.nhm.ac.uk/discover/dino-directory/quaesitosaurus.html,Quaesitosaurus,kwee-siet-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Quaesitosaurus.jpg,23.0m,sauropod,herbivorous,"Late Cretaceous, 86-84 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Nemegtosauridae",Kurzanov and Bannikov (1983),orientalis,,,
233,https://www.nhm.ac.uk/discover/dino-directory/rebbachisaurus.html,Rebbachisaurus,re-bash-i-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rebbachisaurus.jpg,20.0m,sauropod,herbivorous,"Early Cretaceous, 112-99 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Rebbachisauridae",Lavocat (1954),garasbae,,,
234,https://www.nhm.ac.uk/discover/dino-directory/rhabdodon.html,Rhabdodon,RAB-doh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/rhab.jpg,4.0m,euornithopod,herbivorous,"Late Cretaceous, 76-70 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Rhabdodontidae",Matherton (1869),priscus,,,
235,https://www.nhm.ac.uk/discover/dino-directory/rhoetosaurus.html,Rhoetosaurus,reet-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rhoetosaurus.jpg,15.0m,sauropod,herbivorous,"Mid Jurassic, 177-169 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda",Longman (1926),brownei,,,
236,https://www.nhm.ac.uk/discover/dino-directory/rinchenia.html,Rinchenia,rin-chen-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rinchenia.jpg,2.5m,small theropod,omnivorous,"Late Cretaceous, 72-68 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Oviraptorinae",Barsbold (1986),mongoliensis,,,
237,https://www.nhm.ac.uk/discover/dino-directory/riojasaurus.html,Riojasaurus,ree-oh-hah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Riojasaurus.jpg,5.15m,sauropod,herbivorous/omnivorous,"Late Triassic, 221-210 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Melanorosauridae",Bonaparte (1969),incertus,,,
238,https://www.nhm.ac.uk/discover/dino-directory/rugops.html,Rugops,roo-gops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rugops.jpg,7.0m,large theropod,carnivorous,"Late Cretaceous, 95 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria, Abelisauridae","Sereno, Wilson and Conrad (2004)",primus,,,
239,https://www.nhm.ac.uk/discover/dino-directory/saichania.html,Saichania,sigh-CHAN-ee-a,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/saich.jpg,6.6m,armoured dinosaur,herbivorous,"Late Cretaceous, 80 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",MaryaÃ±ska (1977),chulsanensis,,,
240,https://www.nhm.ac.uk/discover/dino-directory/saltasaurus.html,Saltasaurus,salt-a-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/salta.jpg,12.0m,sauropod,herbivorous,"Late Cretaceous, 70-65 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Saltasauridae",Bonaparte and Powell (1980),loricatus,,,
241,https://www.nhm.ac.uk/discover/dino-directory/saltopus.html,Saltopus,sal-to-pus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Saltopus.jpg,,small theropod,carnivorous,"Late Triassic, 221-210 million years ago","China,Mongolia,Russia",Dinosauria,Huene (1910),elginensis,,,
242,https://www.nhm.ac.uk/discover/dino-directory/sarcosaurus.html,Sarcosaurus,sahr-koh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sarcosaurus.jpg,3.0m,small theropod,carnivorous,"Early Jurassic, 202-195 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria",Andrews (1921),woodi,,,
243,https://www.nhm.ac.uk/discover/dino-directory/saurolophus.html,Saurolophus,SORE-oh-LOAF-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/sauro.jpg,9.0m,euornithopod,herbivorous,"Late Cretaceous, 74-70 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Brown (1912),osborni,,,
244,https://www.nhm.ac.uk/discover/dino-directory/sauropelta.html,Sauropelta,sore-oh-pelt-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sauropelta.jpg,6.5m,armoured dinosaur,herbivorous,"Early Cretaceous, 121-94 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae",Ostrom (1970),edwardsorum,,,
245,https://www.nhm.ac.uk/discover/dino-directory/saurophaganax.html,Saurophaganax,sore-oh-fag-ah-naks,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Saurophaganax.jpg,12.0m,large theropod,carnivorous,"Late Jurassic, 154-142 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Allosauridae",Chure (1996),maximus,,,
246,https://www.nhm.ac.uk/discover/dino-directory/saurornithoides.html,Saurornithoides,sore-OR-nith-OID-eez,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/saurorn.jpg,3.0m,small theropod,carnivorous,"Late Cretaceous, 85-80 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae",Osborn (1924),mongoliensis,,,
247,https://www.nhm.ac.uk/discover/dino-directory/scelidosaurus.html,Scelidosaurus,skel-EYE-doh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/scelid.jpg,4.0m,armoured dinosaur,herbivorous,"Early Jurassic, 208-194 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Scelidosauridae",Owen (1868),harrisonii,,,
248,https://www.nhm.ac.uk/discover/dino-directory/scutellosaurus.html,Scutellosaurus,skoo-tell-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Scutellosaurus.jpg,1.2m,armoured dinosaur,herbivorous,"Early Jurassic, 205-202 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora",Colbert (1981),lawleri,,,
249,https://www.nhm.ac.uk/discover/dino-directory/secernosaurus.html,Secernosaurus,see-ser-noh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Secernosaurus.jpg,3.0m,euornithopod,herbivorous,"Late Cretaceous, 71-65 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae",Brett-Surman (1979),koerneri,,,
250,https://www.nhm.ac.uk/discover/dino-directory/segisaurus.html,Segisaurus,sayg-ee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Segisaurus.jpg,1.5m,small theropod,carnivorous,"Mid Jurassic, 195-180 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea, Coelophysidae",Camp (1936),halli,,,
251,https://www.nhm.ac.uk/discover/dino-directory/segnosaurus.html,Segnosaurus,SEG-no-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/segno.jpg,4.0m,large theropod,carnivorous,"Late Cretaceous, 97-88 million years ago","China,Mongolia,Russia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae",Perle (1979),galbinensis,,,
252,https://www.nhm.ac.uk/discover/dino-directory/shamosaurus.html,Shamosaurus,shah-maw-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Shamosaurus.jpg,,armoured dinosaur,herbivorous,"Early Cretaceous, 121-99 million years ago","China,Mongolia,Russia","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",Tumanova (1983),scutatus,,,
