,Reference,Name,Pronunciation,Image_Reference,Length,Type,Diet,Period,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement,period_group,period_specific
277,https://www.nhm.ac.uk/discover/dino-directory/tarchia.html,Tarchia,tahrk-ee ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tarchia.jpg,8.5m,armoured dinosaur,herbivorous,"Late Cretaceous, 75-68 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosaurinae",Maleev (1956),gigantea,,,,Late Cretaceous, 75-68 million years ago
278,https://www.nhm.ac.uk/discover/dino-directory/telmatosaurus.html,Telmatosaurus,tel-ma-toh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Telmatosaurus.jpg,5.0m,euornithopod,herbivorous,"Late Cretaceous, 84-65 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae",Nopcsa (1900),transsylvanicus,,,,Late Cretaceous, 84-65 million years ago
279,https://www.nhm.ac.uk/discover/dino-directory/tenontosaurus.html,Tenontosaurus,ten-ON-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tenonto.jpg,7.0m,euornithopod,herbivorous,"Early Cretaceous, 120-110 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia",Ostrom (1970),tillettorum,,,,Early Cretaceous, 120-110 million years ago
280,https://www.nhm.ac.uk/discover/dino-directory/thecodontosaurus.html,Thecodontosaurus,theek-o-don-toh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Thecodontosaurus.jpg,2.5m,sauropod,omnivorous,"Late Triassic, 227-205 million years ago",Canada,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda",Morris (1843),antiquus,,,,Late Triassic, 227-205 million years ago
281,https://www.nhm.ac.uk/discover/dino-directory/therizinosaurus.html,Therizinosaurus,THER-ih-zine-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/theriz.jpg,,large theropod,unknown,"Late Cretaceous, 85-70 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae",Maleev (1915),cheloniformis,,,,Late Cretaceous, 85-70 million years ago
282,https://www.nhm.ac.uk/discover/dino-directory/thescelosaurus.html,Thescelosaurus,thes-kel-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/thescelo.jpg,3.5m,euornithopod,herbivorous,"Late Cretaceous, 76-67 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Gilmore (1913),neglectus,,,,Late Cretaceous, 76-67 million years ago
283,https://www.nhm.ac.uk/discover/dino-directory/torosaurus.html,Torosaurus,tor-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/toro.jpg,7.5m,ceratopsian,herbivorous,"Late Cretaceous, 70-65 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Marsh (1891),latus,,,,Late Cretaceous, 70-65 million years ago
284,https://www.nhm.ac.uk/discover/dino-directory/torvosaurus.html,Torvosaurus,TOR-voh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/torvo.jpg,10.0m,large theropod,carnivorous,"Late Jurassic, 155-144 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Megalosauridae, Megalosaurinae",Galton and Jensen (1979),tanneri,,,,Late Jurassic, 155-144 million years ago
285,https://www.nhm.ac.uk/discover/dino-directory/triceratops.html,Triceratops,tri-SERRA-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/triceratops.jpg,9.0m,ceratopsian,herbivorous,"Late Cretaceous, 68-66 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Marsh (1889),horridus,horny beak and shearing teeth,tough palm fronds,on 4 legs,Late Cretaceous, 68-66 million years ago
286,https://www.nhm.ac.uk/discover/dino-directory/troodon.html,Troodon,TROH-oh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/troo.jpg,2.0m,small theropod,carnivorous,"Late Cretaceous, 74-65 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae",Leidy (1856),formosus,,,,Late Cretaceous, 74-65 million years ago
287,https://www.nhm.ac.uk/discover/dino-directory/tsagantegia.html,Tsagantegia,tsah-gahn-tay-gee-a,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tsagantegia.jpg,,armoured dinosaur,herbivorous,"Late Cretaceous, 99-84 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",Tumanova (1993),longicranialis,,,,Late Cretaceous, 99-84 million years ago
288,https://www.nhm.ac.uk/discover/dino-directory/tsintaosaurus.html,Tsintaosaurus,ching-dow-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tsintaosaurus.jpg,12.0m,euornithopod,herbivorous,"Late Cretaceous, 84-71 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae",Young (1958),spinorhinus,,,,Late Cretaceous, 84-71 million years ago
289,https://www.nhm.ac.uk/discover/dino-directory/tuojiangosaurus.html,Tuojiangosaurus,too-YANG-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tuojiang.jpg,7.0m,armoured dinosaur,herbivorous,"Late Jurassic, 157-154 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae","Dong, Li, Zhou and Zhang (1973)",multispinus,,,,Late Jurassic, 157-154 million years ago
290,https://www.nhm.ac.uk/discover/dino-directory/tylocephale.html,Tylocephale,tie-loh-keff-ah-lee,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tylocephale.jpg,1.4m,euornithopod,herbivorous,"Late Cretaceous, 75-72 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Pachycephalosauridae",MaryaÅska and OsmÃ³lska (1974),gilmorei,,,,Late Cretaceous, 75-72 million years ago
291,https://www.nhm.ac.uk/discover/dino-directory/tyrannosaurus.html,Tyrannosaurus,tie-RAN-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tyran.jpg,12.0m,large theropod,carnivorous,"Late Cretaceous, 68-66 million years ago","Canada,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae",Osborn (1905),rex,"60 saw-edged, bone-crushing, pointed teeth",other animals,on 2 legs,Late Cretaceous, 68-66 million years ago
292,https://www.nhm.ac.uk/discover/dino-directory/udanoceratops.html,Udanoceratops,oo-dahn-oh-serra-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Udanoceratops.jpg,,ceratopsian,herbivorous,"Late Cretaceous, 81-75 million years ago","Canada,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia",Kurzanov (1992),tschizhovi,,,,Late Cretaceous, 81-75 million years ago
293,https://www.nhm.ac.uk/discover/dino-directory/unenlagia.html,Unenlagia,oon-en-lahg-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Unenlagia.jpg,2.4m,small theropod,carnivorous,"Late Cretaceous, 94-86 million years ago","Canada,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae",Novas and Puerta (1997),comahuensis,,,,Late Cretaceous, 94-86 million years ago
294,https://www.nhm.ac.uk/discover/dino-directory/urbacodon.html,Urbacodon,urb-ah-ko-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/urbacodon.jpg,1.0m,small theropod,carnivorous,"Late Cretaceous, 95 million years ago","Canada,USA","Dinosauria, Saurischia",Averianov and Sues (2007),itemirensis,,,,Late Cretaceous, 95 million years ago
295,https://www.nhm.ac.uk/discover/dino-directory/utahraptor.html,Utahraptor,YOO-tah-RAP-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/utah.jpg,6.0m,large theropod,carnivorous,"Early Cretaceous, 112-100 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae","Kirkland, Gaston and Burge (1993)",ostrommaysorum,"lots of sharp, pointed teeth",other animals,on 2 legs,Early Cretaceous, 112-100 million years ago
296,https://www.nhm.ac.uk/discover/dino-directory/valdosaurus.html,Valdosaurus,val-doh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Valdosaurus.jpg,3.0m,euornithopod,herbivorous,"Early Cretaceous, 142-121 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Dryosauridae",Galton (1975),canaliculatus,,,,Early Cretaceous, 142-121 million years ago
297,https://www.nhm.ac.uk/discover/dino-directory/velociraptor.html,Velociraptor,vel-OSS-ee-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/veloc.jpg,1.8m,small theropod,carnivorous,"Late Cretaceous, 74-70 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae",Osborn (1924),mongoliensis,"lots of sharp, pointed teeth",other animals,on 2 legs,Late Cretaceous, 74-70 million years ago
298,https://www.nhm.ac.uk/discover/dino-directory/vulcanodon.html,Vulcanodon,vul-kan-oh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Vulcanodon.jpg,6.5m,sauropod,herbivorous,"Early Jurassic, 205-202 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Vulcanodontidae",Raath (1972),karibaensis,,,,Early Jurassic, 205-202 million years ago
299,https://www.nhm.ac.uk/discover/dino-directory/yandusaurus.html,Yandusaurus,yen-doo-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yandusaurus.jpg,3.0m,euornithopod,herbivorous,"Mid Jurassic, 169-159 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",He (1979),hongheensis,,,,Mid Jurassic, 169-159 million years ago
300,https://www.nhm.ac.uk/discover/dino-directory/yangchuanosaurus.html,Yangchuanosaurus,yang-choo-AHN-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/yangchu.jpg,10.0m,large theropod,carnivorous,"Late Jurassic, 160-144 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Sinraptoridae","Dong, Chang, Li and Zhou (1978)",shangyouensis,,,,Late Jurassic, 160-144 million years ago
301,https://www.nhm.ac.uk/discover/dino-directory/yimenosaurus.html,Yimenosaurus,yee-muhn-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yimenosaurus.jpg,9.0m,sauropod,herbivorous,"Early Jurassic, 195-190 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda","Bai, Yang and Wang (1990)",youngi,,,,Early Jurassic, 195-190 million years ago
302,https://www.nhm.ac.uk/discover/dino-directory/yingshanosaurus.html,Yingshanosaurus,ying-shan-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yingshanosaurus.jpg,,armoured dinosaur,herbivorous,"Late Jurassic, 159-142 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria",Watanabe (1992),jichuanensis,,,,Late Jurassic, 159-142 million years ago
303,https://www.nhm.ac.uk/discover/dino-directory/yinlong.html,Yinlong,yin-long,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yinlong.jpg,1.2m,ceratopsian,herbivorous,"Mid Jurassic, 159-154 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia","Xu, Forster, Clark and Mo (2006)",downsi,,,,Mid Jurassic, 159-154 million years ago
304,https://www.nhm.ac.uk/discover/dino-directory/yuanmousaurus.html,Yuanmousaurus,ywahn-moo-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yuanmousaurus.jpg,17.0m,sauropod,herbivorous,"Mid Jurassic, 180-159 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda","LÃ¼, Li, Ji, Wang, Zhang and Dong (2006)",jiangyiensis,,,,Mid Jurassic, 180-159 million years ago
305,https://www.nhm.ac.uk/discover/dino-directory/yunnanosaurus.html,Yunnanosaurus,yoo-nahn-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yunnanosaurus.jpg,7.0m,sauropod,omnivorous,"Early Jurassic, 205-190 million years ago",Mongolia,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria",Young (1942),huangi,,,,Early Jurassic, 205-190 million years ago
306,https://www.nhm.ac.uk/discover/dino-directory/zalmoxes.html,Zalmoxes,zal-moks-eez,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Zalmoxes.jpg,3.0m,euornithopod,herbivorous,"Late Cretaceous, 69 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Rhabdodontidae",Nopcsa (1902),robustus,,,,Late Cretaceous, 69 million years ago
307,https://www.nhm.ac.uk/discover/dino-directory/zephyrosaurus.html,Zephyrosaurus,ZEF-ear-ro-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/zephyro.jpg,1.8m,euornithopod,herbivorous,"Early Cretaceous, 120-110 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Sues (1980),schaffi,,,,Early Cretaceous, 120-110 million years ago
308,https://www.nhm.ac.uk/discover/dino-directory/zuniceratops.html,Zuniceratops,zoo-nee-serra-tops.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Zuniceratops.jpg,,ceratopsian,herbivorous,"Late Cretaceous, 94-89 million years ago",Mongolia,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria",Wolfe and Kirkland (1998),christopheri,,,,Late Cretaceous, 94-89 million years ago
